gnd_id,german_name,related_subjects
4036587-6,Luftschiff,Luftfahrzeug
4036988-2,Magnetschwebebahn,Schienenschnellverkehr | Schwebebahn
4038692-2,Mercedes Marke,Markenname
4040375-0,Motorboot,Sportboot | Motorfloss
4040392-0,Motorrad,Kraftrad
4040406-7,Motorroller,Kraftrad
4043533-7,Omnibus,Nutzfahrzeug
4044196-9,Ottomotor,Verbrennungsmotor
4044820-4,Fahrgastschiff,Schiff
4046418-0,Pneumatische Förderung,Fördertechnik
4046821-5,Porsche Marke,
4048245-5,Rad-Schiene-System,Laufwerk
4048574-2,Raumfahrt,Raumfahrttechnik | Verkehr
4048579-1,Raumfahrzeug,Raumflugkörper
4048597-3,Raumstation,Raumfahrzeug
4049487-1,Rennwagen,Personenkraftwagen | Automobilsport | Sportwagen
4051584-9,Rettungswagen,Einsatzfahrzeug
4051865-6,S-Bahn,Schnellbahn | Stadtbahn
4052125-4,Schaufelradbagger,Bagger
4052367-6,Schienenbus,Triebwagen
4052368-8,Schienenfahrzeug,Fahrzeug
4052385-8,Schiff,Wasserfahrzeug
4052397-4,Schiffbau,Werft | Schiffstechnik | Bootsbau
4052411-5,Schiffsantrieb,Fahrzeugantrieb | Schiffsausrüstung
4052417-6,Schiffselektrik,
4052673-2,Schlepper,Nutzfahrzeug | Landmaschine | Zugmaschine
4052737-2,Schlitten,
4053404-2,Schüttgut,Granulärer Stoff
4054216-6,Segel,
4054232-4,Segelschiff,Schiff
4054315-8,Seil,Konstruktionselement
4056117-3,Speiser,
4057884-7,Straßenbahn,Elektrische Bahn | Schienenbahn | Stadtbahn
4060868-2,Triebwagen,Triebfahrzeug | Triebzug
4061875-4,Unstetigförderer,Fördermittel
4062829-2,Vergaser,
4063118-7,Verpackung,Verpackungstechnik | Packstoff
4063881-9,VW Käfer,"Personenkraftwagen | Volkswagen,Marke"
4064240-9,Wagen,Fahrzeug
4065489-8,Wendelrutsche,Rutsche
4066762-5,Wohnmobil,Kraftfahrzeug | Wohnwagen
4066810-1,Wohnwagen,Wohnmobil | Mobilheim
4066981-6,Wrack,Schiff
4067159-8,Jacht,Segelschiff
4068234-1,Zweitaktmotor,Verbrennungsmotor
4073754-8,Kraftstoff,Brennstoff
4073757-3,Kraftfahrzeug,Straßenfahrzeug
4076001-7,Personenkraftwagen,Kraftwagen
4077369-3,Senkrechtstarter,Luftfahrzeug
4078381-9,Tragschrauber,Drehflügelflugzeug
4078569-5,Untergrundbahn,Schnellbahn
4112455-8,Adler Lokomotive,Dampflokomotive
4112471-6,Akkumulatorentriebwagen,Triebwagen
4112472-8,Akkumulatorentriebwagen ETA 150,Akkumulatorentriebwagen
4112474-1,Akkumulatorentriebwagen ETA 176,Akkumulatorentriebwagen
4112832-1,Bremsbetätigung,
4113241-5,Containerschiff,Frachtschiff | Spezialschiff
4113417-5,Elektrolokomotive Baureihe E 44,Elektrolokomotive | Personenzuglokomotive
4113594-5,Fördertechnik,Transporttechnik | Fördermittel
4113596-9,Förderleistung,Leistung | Fördermenge
4113760-7,Gleisanlage,
4113920-3,Hinterradantrieb,
4113934-3,Hochgeschwindigkeitszug,Eisenbahnzug | Schienenschnellverkehr
4113987-2,ICE,Hochgeschwindigkeitszug | Schienenschnellverkehr | Zuggattung
4114119-2,Kabriolett,Personenkraftwagen
4114120-9,Opel Kadett,Personenkraftwagen | Opel
4114121-0,Opel Kadett Diesel,Personenkraftwagen | Opel
4114301-2,Kraftfahrzeugrad,Rad
4114484-3,Mageres Gemisch,Luftverhältnis
4115418-6,NSU Max,Motorrad
4115739-4,Reisezugwagen,Eisenbahnwagen
4116564-0,Spezialschiff,Schiff | Spezialfahrzeug
4116577-9,Sportwagen,Personenkraftwagen | Automobilsport | Rennwagen
4117263-2,Tuning,Overclocking
4117372-7,Vespa,Markenname
4117738-1,Zweidecker,Segelschiff
4120612-5,Kraftstoffverbrauch,
4120808-0,Nockenwelle,"Welle,Maschinenbau"
4120902-3,Ansaugkanal,Ansaugsystem | Saugrohreinspritzung
4120958-8,Kraftfahrzeugersatzteil,
4121038-4,Bodeneffekt,
4121172-8,Einwegverpackung,Verpackung | Mehrwegverpackung
4121282-4,Flugmotor,Flugtriebwerk | Fahrzeugmotor
4121341-5,Gemischverteilung,
4121640-4,Schwenkgabelstapler,Gabelstapler
4121705-6,Spoiler,"Abtrieb,Aerodynamik"
4121851-6,Verkehrsflugzeug,Flugzeug
4122060-2,Automobilausstellung,Industrieausstellung
4122120-5,Drahtseil,Seil | Seildraht
4122300-7,Nurflügelflugzeug,Flugzeug
4122840-6,Audi Quattro,Personenkraftwagen | Audi
4123015-2,Citroën Marke,Markenname
4123177-6,Fahrzeugantrieb,"Antrieb,Technik"
4123293-8,Gleiskraftwagen,Kraftwagen
4123301-3,VW-Golf GTI,"Personenkraftwagen | Volkswagen,Marke"
4123527-7,Kleinkraftrad,Kraftrad
4123565-4,Kraftrad,Kraftfahrzeug | Zweirad
4123595-2,Kurzstartflugzeug,Flugzeug
4123598-8,Kutsche,Pferdewagen
4123743-2,Mercedes 190 SL,"Sportwagen | Mercedes,Marke"
4123857-6,Nutzfahrzeug,Kraftwagen
4123968-4,Porsche 956,"Rennwagen | Porsche,Marke"
4123969-6,Porsche 962,"Rennwagen | Porsche,Marke"
4124022-4,Rakete,
4124031-5,Raumlabor,Weltraumforschung | Laboratorium
4124132-0,Schiffsdieselmotor,Dieselmotor | Schiffsmotor | Schiffsantrieb | Langsamlaufender Dieselmotor
4124226-9,Spacelab,Raumlabor
4124285-3,Takelage,Segelschiff
4124405-9,V/STOL-Flugzeug,Senkrechtstarter | Kurzstartflugzeug
4124420-5,Wagenbau,
4124504-0,Zylinderblock,Kurbelgehäuse
4124547-7,Anhänger,Straßenfahrzeug
4124621-4,Bremsverhalten,
4124760-7,Dampflokomotive Baureihe 18,Dampflokomotive
4124761-9,Dampflokomotive Baureihe 39,Dampflokomotive | Personenzuglokomotive
4124762-0,Dampflokomotive Baureihe 94,Tender-Lokomotive | Dampflokomotive
4124822-3,Eisenbahnwerkstätte,Werkstatt
4125003-5,Gleislage,
4125052-7,Dampflokomotive Baureihe 50,ELNA-Lokomotive | Güterzuglokomotive
4125130-1,Gasturbinenlokomotive,Lokomotive
4125528-8,Škoda Marke,Markenname
4125547-1,Fahrzeugschwingung,Schwingung
4125571-9,Regal,
4125572-0,Durchlaufregal,Regal
4125574-4,Lager,Lagerung
4125575-6,Fließlager,Lager
4125647-5,Tank,Behälter | Tankcontainer
4125865-4,Mofa,Kleinkraftrad
4125867-8,Moped,Kleinkraftrad
4125879-4,Gemischbildung,Kraftstoff-Luft-Gemisch
4125911-7,Mercedes 190,Personenkraftwagen
4125984-1,Pipeline,Rohrleitung | Fernleitung
4126060-0,Motorschiff,Schiff
4126363-7,Stellwerk,Eisenbahnsignalanlage
4126392-3,Karosseriebau,
4126472-1,Radlastschwankung,
4126595-6,Ruderselbststeuer,
4126646-8,Schienenbahn,Elektrische Bahn
4126651-1,Schiffsdampfturbine,Dampfturbine | Schiffsantrieb
4126659-6,Ausbesserungswerk,Eisenbahnwerkstätte
4126692-4,Spurführung,
4126694-8,Schnelltriebwagen,Triebwagen
4126751-5,Citroën ID,"Personenkraftwagen | Citroën,Marke"
4126752-7,Citroën DS,"Personenkraftwagen | Citroën,Marke"
4126934-2,BMW-Isetta,"Kleinwagen | BMW,Marke"
4126983-4,Tender Eisenbahn,Dampflokomotive
4127055-1,Unterseeboot Typ VII,Unterseeboot
4127056-3,Unterseeboot Typ XXI,Unterseeboot
4127462-3,Fahrstrasse,
4127580-9,Schiffsbergung,Bergung | Seenotrettung
4127798-3,Kraftfahrzeugmotor,Fahrzeugmotor
4127898-7,Eisenbahnfähre,Fähre
4127908-6,Buggy,Geländewagen
4127909-8,Geländefahrzeug,Kraftfahrzeug
4128189-5,Opel GT,Sportwagen | Opel
4128276-0,Triebwerk,"Antrieb,Technik"
4128278-4,Luftstrahltriebwerk,Flugtriebwerk
4128358-2,Mast,
4128811-7,Kleinwagen,Personenkraftwagen
4128939-0,Schnelldampfer,Dampfschiff | Fahrgastschiff
4129315-0,Kraftwagen,Kraftfahrzeug
4129359-9,Flugleistung,Leistung
4129375-7,Triebwagen Baureihe VT 11.5,Schnelltriebwagen | Dieseltriebwagen
4129376-9,Dieseltriebwagen,Verbrennungstriebwagen | Dieseltriebzug
4129686-2,Papyrusboot,Boot
4129739-8,Container,Transportbehälter
4129874-3,Entenflugzeug,Flugzeug
4129926-7,Wurfbeschicker,
4131226-0,Stahlrohrleitung,Rohrleitung
4131228-4,Gussrohrleitung,Rohrleitung
4131232-6,Bremskraftverteilung,
4131326-4,Schilfboot,Boot
4131348-3,Eisbrecher,Spezialschiff
4131373-2,Hydraulische Förderung,Fördertechnik
4131750-6,Jaguar Mk. II,Personenkraftwagen
4131887-0,Portalkran,Kran
4131890-0,Auslagerung,Lagerung
4131977-1,VW-Käfer Cabrio,Personenkraftwagen
4132076-1,Hebewerk,Hebetechnik
4132163-7,Fahrzeugverhalten,
4132310-5,Regallager,Lager
4132360-9,Nutzfahrzeugrahmen,Rahmen
4132430-4,Trogkettenförderer,Kettenförderer
4132431-6,Kettenförderer,
4132610-6,Leichtflugzeug,Flugzeug | Kleinflugzeug
4132611-8,Trudeln,Flugbahn | Drehung
4132682-9,Schiffsbetriebstechnik,
4132684-2,Dampflokomotive Baureihe 38,Dampflokomotive | Personenzuglokomotive
4133065-1,Gelenkomnibus,Omnibus | Gelenkfahrzeug
4133069-9,Diesellokomotive Baureihe V 36,Diesellokomotive | Rangierlokomotive | Wehrmachtslokomotive
4133070-5,Diesellokomotive Baureihe V 20,Diesellokomotive
4133321-4,Fluggerätbauer,Mechaniker
4133446-2,Deckshaus,Deck
4133454-1,Trolleybahn,
4133608-2,Goggomobil,Kleinwagen
4133610-0,Alfa Romeo Spider,Alfa Romeo
4133721-9,Einspritzanlage,
4133722-0,Dieseleinspritzanlage,Einspritzanlage
4133862-5,Handwagen,Wagen | Handfahrgerät
4133977-0,Strahllärm,Fluglärm
4133978-2,Zweistrom-Turboluftstrahltriebwerk,Turboluftstrahltriebwerk
4133979-4,Turboluftstrahltriebwerk,Luftstrahltriebwerk
4134390-6,Toyota Hiace,Personenkraftwagen
4134583-6,Zurren,Ladungssicherung
4134756-0,Glas Marke,Markenname
4134844-8,Spurplanstellwerk,Stellwerk
4135031-5,Alfa Romeo,Markenname
4135274-9,Palette Logistik,"Ladungsträger,Logistik"
4135457-6,Volvo PV 444,Personenkraftwagen
4135547-7,Diesellokomotive Baureihe V 100,Diesellokomotive | Diesellokomotive Baureihe 211 | Diesellokomotive Baureihe 212 | Diesellokomotive Baureihe 213
4135573-8,Raumsonde,Raumflugkörper
4135911-2,Ruder Flugzeug,
4136042-4,Kraftfahrsachverständiger,Technischer Sachverständiger
4136048-5,Einschienenhängebahn,Hängebahn | Einschienenbahn
4136049-7,Einschienenbahn,
4136050-3,Hängebahn,Hängeförderer
4136183-0,Weiche Eisenbahn,Eisenbahnoberbau
4136203-2,Bootsmotor,Fahrzeugmotor | Schiffsantrieb
4136257-3,Wasserfahrzeug,Fahrzeug
4136258-5,Unterwasserfahrzeug,Wasserfahrzeug | Unterseeboot
4136277-9,Jachtelektrik,Schiffselektrik
4136313-9,Sportrad,Fahrrad
4136314-0,Rennrad,Fahrrad | Radrennsport
4136423-5,Fahrleitung,
4136498-3,Satellit,Raumflugkörper
4136748-0,Opel Olympia,Personenkraftwagen | Opel
4136852-6,Bootsbau,Schiffbau
4136853-8,Bootsrumpf,
4136917-8,Krantragwerk,Tragwerk
4137150-1,Schiffsreaktor,Kernenergieantrieb | Kernreaktor
4137152-5,Reifen,Kraftfahrzeugzubehör | Luftreifen
4137278-5,Fiat 600,Personenkraftwagen | Fiat
4137279-7,Fiat 500,Personenkraftwagen | Fiat
4137322-4,Mercedes 300,Personenkraftwagen
4137374-1,Crash-Test,
4137733-3,Jachtbau,Schiffbau
4137754-0,Radaufhängung,Aufhängung
4137755-2,Straßenfahrzeug,Fahrzeug
4138095-2,Boot,Wasserfahrzeug
4138201-8,DC-10,Großraumflugzeug
4138307-2,Oldtimer,Fahrzeug | Youngtimer
4138346-1,Nassbagger,Bagger | Spezialschiff
4138380-1,Saugbagger,Nassbagger
4138381-3,Saugkopf,
4138452-0,Schiffspropeller,Propeller | Schiffsantrieb
4139059-3,Ferrari Typ 166,Rennwagen
4139256-5,Porsche 911,"Sportwagen | Porsche,Marke"
4139257-7,Schwerlastkraftwagen,Lastkraftwagen
4139352-1,Ladebrücke,Brücke
4139353-3,Überladebrücke,Ladebrücke
4139459-8,Allradantrieb,"Antrieb,Technik"
4139499-9,Silo,Großbehälter | Speicher
4139514-1,Getreidesilo,Silo
4139619-4,Oberleitungsomnibus,Omnibus | Oberleitungsfahrzeug
4139667-4,Fahrzeugachse,Achse
4139668-6,Vorderachse,Fahrzeugachse
4139669-8,Hinterachse,Fahrzeugachse
4139739-3,Ochsenkarren,Karren | Wagen
4139769-1,Trabant Marke,
4140044-6,Seilbahn,Bergbahn
4140195-5,Fahrstabilität,Fahrtrichtungshaltung | Stabilität
4140205-4,Anhängerkupplung,Kupplung
4140206-6,Stoßdämpfer,Schwingungsdämpfer
4140207-8,Reibungsdämpfer,Stoßdämpfer
4140209-1,Deichsel,
4140210-8,Viergelenkdeichsel,Deichsel
4140216-9,Bremsung,
4140217-0,Dauerbremsung,Bremsung
4140218-2,Auflaufbremse,Anhängerbremse
4140372-1,Abgassonderuntersuchung,Abgasuntersuchung
4140411-7,Schiene,
4140467-1,Kraftfahrzeugbeleuchtung,Beleuchtung
4141043-9,Abgasrückführung,Abgasanlage
4141044-0,Abgasturboaufladung,Aufladung
4141045-2,Abgasturbolader,"Lader,Verdichter | Nebenaggregat"
4141071-3,Ablation Raumfahrt,
4141279-5,Achsfeder,Feder
4141280-1,Achsvermessung,
4141510-3,Aerodynamische Aufheizung,Aufheizung
4142088-3,Altreifen,Reifen | Altstoff
4142104-8,Aluminiumboot,Boot
4142274-0,Amphibienflugzeug,Flugzeug
4142507-8,Anker Schiffbau,
4142513-3,Ankerwinde,
4142585-6,Ansaugluftdrosselung,Ansaugsystem | Drosselung
4142882-1,Arbeitsboot,Boot
4143204-6,Opel Ascona B,Personenkraftwagen | Opel
4143205-8,Opel Ascona,Personenkraftwagen | Opel
4143594-1,Auslegerboot,Boot
4143957-0,Ballon,Luftfahrzeug
4143985-5,Bandförderer,Stetigförderer
4143990-9,Bandreißer,
4144245-3,Becherförderer,Becherwerk
4144320-2,Behälterfördersystem,Fördermittel
4144381-0,Beiseilfahrleitung,Fahrleitung
4144455-3,Bemannte Raumfahrt,Raumfahrt
4144461-9,Ladeeinrichtung,
4144510-7,Benzineinspritzung,Einspritzung
4144724-4,Berührungslose Fahrtechnik,
4145578-2,Binnenschiff,Schiff
4145992-1,Blindschachthaspel,"Haspel,Fördertechnik"
4146103-4,BMW R 45,"Motorrad | BMW,Marke"
4146104-6,BMW R 65,"Motorrad | BMW,Marke"
4146105-8,BMW R 100,"Motorrad | BMW,Marke"
4146107-1,BMW 315,"Personenkraftwagen | BMW,Marke"
4146143-5,Bodenfräse,Bodenbearbeitungsgerät
4146188-5,Boeing 737,Verkehrsflugzeug
4146292-0,Bootsanhänger,Anhänger
4146537-4,Dreschtrommel,Dreschmaschine
4146550-7,Bremsbelag,Bremse | Reibbelag
4146552-0,Bremsenergie,
4146554-4,Bremskrafttriebwerk,Raketentriebwerk
4146555-6,Bremskraftverteiler,
4146556-8,Bremsprüfung,Funktionstest
4146558-1,Bremsschuh,Reibungsbremse
4146739-5,Brückenkran,Kran
4148266-9,Concorde Flugzeug,Überschallflugzeug | Verkehrsflugzeug
4148290-6,Containerterminal,Umschlaganlage
4148730-8,Dacia Marke,
4149083-6,Kommunalfahrzeug,Nutzfahrzeug
4150126-3,Direkteinspritzung,Einspritzung
4150355-7,Do X,"Flugboot | Verkehrsflugzeug | Dornier,Marke"
4150426-4,Doppelachse,Fahrzeugachse
4150427-6,Doppelbackenbremse,Bremse
4150442-2,Doppellenkerkran,Kran
4150476-8,Dornier Do Y,"Bombenflugzeug | Dornier,Marke"
4150569-4,Drehgestell,Laufwerk
4150570-0,Drehgestellrahmen,Drehgestell
4150585-2,Drehrohr,Rohr
4150630-3,Dreiachsen-Stabilisierung,Stabilisierung
4150844-0,Düsenflugzeug,Flugzeug
4150845-2,Düsenjäger,Jagdflugzeug
4150847-6,Düsenpropeller,Schiffspropeller
4150860-9,Dummy,
4150871-3,Duo-Bus,Hybridantrieb | Omnibus
4150899-3,Durchströmrotor,"Rotor,Drehflügel"
4151177-3,Eigenlenkverhalten,Lenkverhalten
4151221-2,Eimerkettennassbagger,Nassbagger | Eimerkettenbagger
4151223-6,Einachsplattform,Raumplattform
4151409-9,Einspritzmotor,Verbrennungsmotor
4151486-5,Eisenbahnfahrzeug,Schienenfahrzeug | Eisenbahn
4151498-1,Eisenbahntechnik,Eisenbahn
4151798-2,Elektroflaschenzug,Flaschenzug
4151928-0,Elektronisches Stellwerk,Stellwerk
4151968-1,Elektroseilzug,Hebezeug
4152702-1,Erdöltankschiff,Tankschiff
4153375-6,Explorer Satellit,Satellit
4153546-7,Fahrdrahtlokomotive,Grubenlokomotive
4153548-0,Führerhaus,Führerstand | Lastkraftwagen | Kran
4153549-2,Fahrersitz,Fahrzeugsitz
4153553-4,Fahrgeräusch,Verkehrslärm
4153555-8,Fahrlader,
4153560-1,Fahrleitungskettenwerk,Fahrleitung
4153561-3,Fahrmechanik,
4153568-6,Fahrradtechnik,
4153572-8,Fahrsimulator,Simulator
4153579-0,Fahrzeugturbine,Gasturbine
4153580-7,Fahrzeuggetriebe,Getriebe
4153582-0,Fahrzeugmotor,Motor
4153583-2,Fahrzeugrahmen,Rahmen
4153584-4,Fahrzeugscheibe,
4153585-6,Fahrzeugwart,
4154100-5,Fernwärmerohrleitung,Rohrleitung
4154141-8,Fertigpackung,Verpackung
4154519-9,Flachsilo,Silo
4154573-4,Flaschenzug,Hebezeug
4154747-0,Flugboot,Wasserflugzeug
4154756-1,Flugkörper,Luftfahrzeug
4154760-3,Flugmechanik,Technische Mechanik | Flugverhalten | Flugzeugaerodynamik
4154773-1,Flugtriebwerk,Luftfahrzeugantrieb | Triebwerk
4154774-3,Flugverhalten,Flugmechanik | Technische Mechanik | Flugzeugaerodynamik
4154782-2,Flugzeugbau,Fahrzeugbau | Luftfahrttechnik
4154784-6,Flugzeugkabine,Kabine
4154788-3,Flugzeugtragwerk,
4154922-3,Fluten,
4154933-8,Förderanlage,Fördermittel
4154938-7,Fördergurt,Gurt | Gurtbandförderer
4154940-5,Förderrinne,Stetigförderer
4154941-7,Fördertrommel,Stetigförderer
4154945-4,Förderwagen,Wagen
4155269-6,Freiballon,Ballon
4156054-1,Gastanker,Tankschiff
4156168-5,Gebrauchtwagen,Kraftwagen | Gebrauchtware
4156395-5,Geländewagen,Geländefahrzeug
4157529-5,Gleichstrombremse,Bremse
4157570-2,Gleiskettenfahrzeug,Geländefahrzeug
4157571-4,Gleislose elektrische Rohrzugbahn,Gleisloser Transport
4157579-9,Gleitflugzeug,Flugzeug | Segelflugzeug
4157906-9,VW Golf,"Personenkraftwagen | Volkswagen,Marke"
4158283-4,Großkabinen-Seilschwebebahn,"Kabinenbahn,Seilschwebebahn"
4158338-3,Grubenlokomotive,Lokomotive | Grubenbahn | Lokomotivförderung
4158513-6,Gürtelreifen,Reifen
4158560-4,Gurtbandförderer,Bandförderer | Fördergurt
4158612-8,Gyroantrieb,Fahrzeugantrieb
4159200-1,Haspel Fördertechnik,
4159346-7,Heckrotor,Hubschrauberrotor
4159461-7,Heißluftballon,Freiballon | Freiballonsport
4159503-8,Helios Sonnensonde,Sonnensonde
4160086-1,Hochbahn,Eisenbahn
4160106-3,Hochdruckleitung,Druckleitung
4160187-7,Hochregallager,Lager | Lagertechnik
4160191-9,Hochreißmanöver,Flugmanöver
4160326-6,Höchstgeschwindigkeit,Geschwindigkeit
4160715-6,Hubgerüst,Gabelstapler
4160721-1,Hubschrauberpilot,Flugzeugführer
4160722-3,Hubschrauberrotor,"Rotor,Drehflügel"
4160723-5,Hubschraubertriebwerk,Flugtriebwerk
4160835-5,Hybridantrieb,Mehrmotorenantrieb | Hybridfahrzeug
4160861-6,Hydraulikleitung,
4161893-2,Instrumentenlandesystem,Landeanflug | Landung
4161986-9,Intercity-Zug,Schnellzug | Zuggattung
4162352-6,Ionentriebwerk,Raketentriebwerk
4162673-4,Jaguar Marke,
4162727-1,Jeep,Geländewagen | Militärfahrzeug
4162783-0,Ju G 38,Großraumflugzeug | Junkers
4162786-6,Ju 90,Transportflugzeug | Junkers
4162893-7,Boeing 747,Großraumflugzeug
4162963-2,Kabine,
4162964-4,Kabinenroller,Kleinwagen
4163012-9,Kaikran,Kran
4163125-0,Kaltgastriebwerk,Raketentriebwerk
4163971-6,Kiste,Behälter
4164101-2,Kleinbus,Omnibus
4164225-9,Klipper,Segelschiff
4165423-7,Kraftfahrzeugbau,Fahrzeugbau | Kraftfahrzeugtechnik
4165426-2,Kraftfahrzeugboden,
4165435-3,Kraftfahrzeuginnenraum,Kraftwagen
4165437-7,Kraftfahrzeugmechaniker,Mechaniker | Kraftfahrzeugmechanikerin | Automobilmechaniker
4165441-9,Kraftfahrzeugtechnik,Verkehrstechnik | Kraftfahrzeugbau | Kraftfahrzeugingenieur
4165442-0,Kraftfahrzeugvermessung,
4165446-8,Kraftradfahrer,Zweiradfahrer | Kraftfahrer
4165460-2,Kraftstoffvernebelung,Zerstäubung | Gemischbildung
4165482-1,Kranbahn,Fahrbahn
4165483-3,Kranbahnträger,Kran
4165484-5,Kranbau,
4165486-9,Kranführer,Baugeräteführer
4165796-2,Krönungswagen,Kutsche
4165916-8,Kugelbehälter,Behälter
4165933-8,Kugelschüttung,Schüttung
4166201-5,Kurbelkastenspülung,"Spülverfahren,Kraftfahrzeugtechnik"
4166225-8,Kurvenfahrt,
4166391-3,Ladewinde,Ladeeinrichtung
4166403-6,Ladungswechsel,
4166443-7,Lagerbehälter,Behälter
4166458-9,Lagesteuerung,Steuerung
4166591-0,Landfahrzeug,Fahrzeug
4166613-6,Landmaschinenindustrie,Maschinenbauindustrie
4166836-4,Lastkraftwagenanhänger,Anhänger
4166838-8,Lastkraftwagenbau,Kraftfahrzeugbau
4167225-2,Leichtkraftrad,Kraftrad
4167366-9,Lenkung,
4167367-0,Lenkverhalten,Fahrtrichtungshaltung
4168244-0,Luftfahrttechnik,Verkehrstechnik | Flugzeugbau
4168246-4,Luftfahrzeug,Fahrzeug
4168247-6,Luftfahrzeugantrieb,
4168847-8,Manövrierfähigkeit,
4169278-0,Mehraufzugssystem,"Aufzug,Fördermittel"
4169573-2,Metallbehälter,Behälter
4169660-8,Meteor Satellit,Satellit
4169669-4,Meteosat,Wettersatellit
4170250-5,Mittelpufferkupplung,Eisenbahnkupplung
4170283-9,Mobilkran,Kran
4170361-3,Mokick,Kleinkraftrad
4170433-2,Mondflug,Raumfahrtprogramm
4170502-6,Montgolfiere,Heißluftballon
4170609-2,Motorsegler,Segelflugzeug
4170653-5,Müllwagen,Kommunalfahrzeug
4171348-5,Navigationsfehler,
4171349-7,Navigationsinstrument,Instrument
4171350-3,Navigationssatellit,Satellit
4171377-1,Nebenkammer-Ottomotor,Ottomotor
4171831-8,Nickschwingung,Fahrzeugschwingung
4172194-9,Nutzlast,Last
4172195-0,Nutzsatellit,Satellit
4172391-0,Öffentliches Verkehrsmittel,Verkehrsmittel
4173366-6,Parkleuchte,Kraftfahrzeugbeleuchtung
4173479-8,VW Passat,"Personenkraftwagen | Volkswagen,Marke"
4173652-7,Pendelbahn,Seilschwebebahn
4174742-2,Pipelinesystem,Pipeline
4174822-0,Plasmaantrieb,Kaltgastriebwerk
4174938-8,Pneumatische Förderanlage,Stetigförderer
4176101-7,Prunkschiff,Schiff
4176322-1,Puffer,
4176325-7,Pufferstoß,Stoß
4176761-5,Rad,Felge
4176763-9,Radablauftester,
4176849-8,Radsatz,Laufwerk
4176889-9,Rahsegler,Segelschiff
4176900-4,Raketendüse,
4176902-8,Raketensteuerung,
4176905-3,Raketentriebwerk,Triebwerk
4177055-9,Raumfähre,Raumfahrzeug | Raumtransporter
4177061-4,Raumfahrttechnik,Verkehrstechnik | Raumfahrt
4177063-8,Raumflug,Raumflugbahn
4177066-3,Raumflugkörper,
4177080-8,Raumplattform,Raumflugkörper | Weltraumforschung
4177083-3,Raumtransporter,Raumfahrzeug | Raumfähre | Lifting Body
4177550-8,Reifengeräusch,Fahrgeräusch
4177553-3,Reifenprofil,
4177620-3,Reisewagen,Wagen
4177654-9,Opel Rekord,Personenkraftwagen | Opel
4177916-2,Rettungshubschrauber,Hubschrauber | Luftrettung
4178369-4,Rohrpost,Pneumatische Förderanlage
4178374-8,Rohrstoßpropeller,Propeller
4178418-2,Rolls Royce,
4178423-6,Rollsteig,Fördermittel
4178428-5,Rolltreppe,Treppe | Fördermittel
4178603-8,Ruder,Ruderanlage
4178612-9,Ruderschiff,Schiff
4178660-9,Rückwärtsfahrt,
4179156-3,Satellitentechnik,
4179164-2,Sattelanhänger,Anhänger | Schubboden
4179165-4,Sattelkraftfahrzeug,Kraftfahrzeugzug
4179288-9,Schachtförderanlage,"Aufzug,Fördermittel | Förderanlage"
4179595-7,Schiffstechnik,Schiffbau
4179597-0,Schiffswiderstand,Wasserwiderstand
4179598-2,Schiffszimmerer,Zimmerer
4179698-6,Schlauchleitung,
4179725-5,Schleppkreisförderer,Stetigförderer
4179726-7,Schleppwinde,
4179731-0,Schleudersitz,
4179768-1,Schlupfkupplung,Kupplung
4179835-1,Schneckenförderer,Stetigförderer
4179846-6,Schneekette,
4179957-4,Schraubenpropeller,Schiffspropeller
4180021-7,Schubdüse,Luftstrahltriebwerk | Düse
4180023-0,Schubumkehr,Schub
4180068-0,Schüttgutbunkerung,
4180069-2,Schüttguttransport,Transport
4180371-1,Schwebebahn,
4180557-4,Schwingförderer,Stetigförderer | Zuführeinrichtung
4180679-7,Seetüchtigkeit,
4180683-9,Segelflugzeug,Flugzeug | Gleitflugzeug
4180744-3,Seilbahngondel,
4180750-9,Seilschwebebahn,Seilbahn | Schwebebahn | Hängebahn
4180755-8,Seilwinde,"Winde,Technik"
4180777-7,Seitenwagen,
4181068-5,Servolenkung,Lenkung | Servoeinrichtung
4181161-6,Sicherheitsgurt,Gurt | Rückhalteeinrichtung
4181655-9,Skilift,Seilbahn
4181835-0,Sonnensonde,Raumsonde
4182154-3,Speiserkopf,Speiser
4182353-9,Spiralseil,Drahtseil
4182600-0,Spülverfahren Kraftfahrzeugtechnik,Ladungswechsel
4182700-4,Stabilisator,
4182833-1,Stahlgürtelreifen,Gürtelreifen
4182838-0,Stahllamellen-Abstreifer,Gurtbandförderer
4182854-9,Stahlseilgurt,Fördergurt
4182908-6,Stapellauf,Schiffbau
4182936-0,Starrflügelflugzeug,Flugzeug
4182937-2,Start,Vorstartzustand
4182986-4,Staurollenförderer,Stetigförderer
4182988-8,Staustrahltriebwerk,Luftstrahltriebwerk
4183166-4,Stetigförderer,Fördermittel
4183428-8,Stoßfänger,Passive Sicherheit
4183609-1,Stratosphären-Ballon,Ballon
4183848-8,Stückgut,Ladegut | Logistik
4183850-6,Stückgutumschlag,"Umschlag,Transport"
4184115-3,Superkritischer Flügel,Tragflügel
4184582-1,Technischer Wagendienst,
4185818-9,Trägerrakete,Rakete
4185822-0,Trägheitsplattform,Raumplattform | Trägheitsnavigation
4185831-1,Tragflächenboot,Spezialschiff
4185832-3,Tragflügelaerodynamik,Flugzeugaerodynamik
4185833-5,Tragflügelbau,
4185834-7,Tragflügelende,
4185836-0,Tragflügeltheorie,
